,Unnamed: 0.1,Unnamed: 0,name_hp,longName,CASNumber,agentType,materialType,units,gasDepVelocity,gasDepVelocity_units,antoine_a_hp,antoine_a_units,antoine_b_hp,antoine_b_units,antoine_c_hp,antoine_c_units,liquidDensity_a,liquidDensity_a_units,liquidDensity_b,liquidDensity_b_units,molecularWeight,molecularWeight_units,agent_key,version,agent_type,name_fp,standard_code,description,molecular_weight,molecular_volume,boiling_point,freezing_point,antoine_a_fp,antoine_b_fp,antoine_c_fp,inst_aerosol_present,skin_factor,liquid_density,placard_number,from,name,antoine_a,antoine_b,antoine_c
159,159,,,,109-69-3,,,,,,,,,,,,,,,,,,1059.0,0.0,TIC,Butyl chloride,109-69-3,highly flammable liquid,92.57,105.0761652,78.4,-123.1,6.87098,1182.903,218.265,False,,0.88098,1127.0,fp,Butyl chloride,6.87098,1182.903,218.265
160,160,,,,142-96-1,,,,,,,,,,,,,,,,,,1060.0,0.0,TIC,N-butyl ether,142-96-1,liquid,130.23,169.4820406,141.0,-97.8,6.80528,1302.768,191.669,False,,0.7684,,fp,N-butyl ether,6.80528,1302.768,191.669
161,161,,,,592-84-7,,,,,,,,,,,,,,,,,,1061.0,0.0,TIC,N-butyl formate,592-84-7,'',102.13,,106.1,-91.9,7.10282,1347.33,213.194,False,,,,fp,N-butyl formate,7.10282,1347.33,213.194
162,162,,,,109-79-5,,,,,,,,,,,,,,,,,,1062.0,0.0,TIC,Butyl mercaptan,109-79-5,flammable liquid; heavy skunk odor,90.19,107.7809247,98.5,-115.7,6.92754,1281.018,218.15,False,,0.83679,2347.0,fp,Butyl mercaptan,6.92754,1281.018,218.15
163,163,,,,628-28-4,,,,,,,,,,,,,,,,,,1063.0,0.0,TIC,Butyl methyl ether,628-28-4,'',88.15,,70.2,-115.7,6.88388,1160.272,219.706,False,,,2350.0,fp,Butyl methyl ether,6.88388,1160.272,219.706
164,164,,,,123-72-8,,,,,,,,,,,,,,,,,,1064.0,0.0,TIC,Butyraldehyde,123-72-8,flammable liquid,72.11,89.95758483,74.8,-96.4,6.46622,952.851,190.581,False,,0.8016,1129.0,fp,Butyraldehyde,6.46622,952.851,190.581
165,165,,,,107-92-6,,,,,,,,,,,,,,,,,,1065.0,0.0,TIC,Butyric acid,107-92-6,oily liquid; rancid odor,88.11,92.00167067,163.3,-5.2,8.98464,2634.471,269.679,False,,0.9577,2820.0,fp,Butyric acid,8.98464,2634.471,269.679
166,166,,,,109-74-0,,,,,,,,,,,,,,,,,,1066.0,0.0,TIC,Butyronitrile,109-74-0,liquid,69.11,85.4158942,117.6,-111.9,6.12907,1452.08,224.186,False,,0.8091,2411.0,fp,Butyronitrile,6.12907,1452.08,224.186
167,167,,,,79-92-5,,,,,,,,,,,,,,,,,,1067.0,0.0,TIC,Camphene,79-92-5,cubic crystals from alcohol,136.23,162.3718713,160.5,47.0,7.61376,1893.487,239.295,False,,0.839,1325.0,fp,Camphene,7.61376,1893.487,239.295
168,168,,,,124-38-9,,,,,,,,,,,,,,,,,,1069.0,0.0,TIC,Carbon dioxide,124-38-9,"colorless, odorless, noncombustible gas",44.01,,-78.48,-56.6,0.0,0.0,0.0,False,,,1013.0,fp,Carbon dioxide,0.0,0.0,0.0
169,169,,,,558-13-4,,,,,,,,,,,,,,,,,,1070.0,0.0,TIC,Carbon tetrabromide,558-13-4,'',331.7,112.0305323,190.0,90.0,6.2754,1152.616,150.143,False,,2.9608,2516.0,fp,Carbon tetrabromide,6.2754,1152.616,150.143
170,170,,,,75-73-0,,,,,,,,,,,,,,,,,,1072.0,0.0,TIC,Carbon tetrafluoride,75-73-0,"colorless, odorless gas",88.0,29.00461437,-128.1,-183.6,0.0,0.0,0.0,False,,3.034,1982.0,fp,Carbon tetrafluoride,0.0,0.0,0.0
171,171,,,,353-50-4,,,,,,,,,,,,,,,,,,1073.0,0.0,TIC,Carbonyl fluoride,353-50-4,pungent gas; instantly hydrolyzed by water,66.01,,-84.1,-111.3,0.0,0.0,0.0,False,,,2417.0,fp,Carbonyl fluoride,0.0,0.0,0.0
172,172,,,,463-58-1,,,,,,,,,,,,,,,,,,1074.0,0.0,TIC,Carbonyl sulfide,463-58-1,'',60.08,58.44357977,-50.1,-138.8,0.0,0.0,0.0,False,,1.028,2204.0,fp,Carbonyl sulfide,0.0,0.0,0.0
173,173,,,,"10049-04-4, 70377-94-5",,,,,,,,,,,,,,,,,,1076.0,0.0,TIC,Chlorine dioxide,"10049-04-4, 70377-94-5",yellow to reddish-yellow gas; reacts violently with organic chemicals,67.45,41.07795371,10.9,-59.6,6.20803,644.581,182.69,False,,1.642,9191.0,fp,Chlorine dioxide,6.20803,644.581,182.69
174,174,,,,13637-63-3,,,,,,,,,,,,,,,,,,1077.0,0.0,TIC,Chlorine pentafluoride,13637-63-3,'',130.44,,-13.81243272,-273.15,6.63613,798.006,226.312,False,,,2548.0,fp,Chlorine pentafluoride,6.63613,798.006,226.312
175,175,,,,79-04-9,,,,,,,,,,,,,,,,,,1080.0,0.0,TIC,Chloroacetyl chloride,79-04-9,'',112.94,79.5240107,106.0,-22.0,7.13411,1331.94,207.176,False,,1.4202,1752.0,fp,Chloroacetyl chloride,7.13411,1331.94,207.176
176,176,,,,27134-26-5,,,,,,,,,,,,,,,,,,1081.0,0.0,TIC,Chloroaniline,27134-26-5,liquid; practically insoluble in water,127.57,105.3079082,208.84,-1.94,7.03286,1646.915,187.891,False,,1.2114,2018.0,fp,Chloroaniline,7.03286,1646.915,187.891
177,177,,,,107-04-0,,,,,,,,,,,,,,,,,,1083.0,0.0,TIC,1-Chloro-2-bromoethane,107-04-0,'',143.42,82.46320147,107.2,-16.6,7.2705,1500.797,235.27,False,,1.7392,2996.0,fp,1-Chloro-2-bromoethane,7.2705,1500.797,235.27
178,178,,,,75-45-6,,,,,,,,,,,,,,,,,,1084.0,0.0,TIC,Chlorodifluoromethane,75-45-6,'',86.47,72.42043551,-40.8,-157.4,7.240767065,947.577,258.186,False,,1.194,1018.0,fp,Chlorodifluoromethane,7.240767065,947.577,258.186
179,179,,,,629-06-1,,,,,,,,,,,,,,,,,,1086.0,0.0,TIC,1-Chloroheptane,629-06-1,'',134.5,,160.6717091,-273.15,6.8382,1410.064,195.639,False,,,,fp,1-Chloroheptane,6.8382,1410.064,195.639
180,180,,,,544-10-5,,,,,,,,,,,,,,,,,,1087.0,0.0,TIC,1-Chlorohexane,544-10-5,mobile liquid,120.5,137.2437358,134.0,-273.15,6.76886,1304.968,200.058,False,,0.878,,fp,1-Chlorohexane,6.76886,1304.968,200.058
181,181,,,,76-06-2,,,,,,,,,,,,,,,,,,1088.0,0.0,TIC,Chloropicrin,76-06-2,slightly oily liquid; intense odor,164.37,99.26923541,112.2,-69.2,7.23399,1506.333,233.781,False,,1.6558,1580.0,fp,Chloropicrin,7.23399,1506.333,233.781
182,182,,,,540-54-5,,,,,,,,,,,,,,,,,,1090.0,0.0,TIC,1-Chloropropane,540-54-5,'',78.54,88.25710754,46.5,-122.8,7.00764,1155.007,233.159,False,,0.8899,1278.0,fp,1-Chloropropane,7.00764,1155.007,233.159
183,183,,,,75-29-6,,,,,,,,,,,,,,,,,,1091.0,0.0,TIC,2-Chloropropane,75-29-6,'',78.54,91.14541024,35.7,-117.2,7.8513,1631.7,292.986,False,,0.8617,2356.0,fp,2-Chloropropane,7.8513,1631.7,292.986
184,184,,,,109-09-1,,,,,,,,,,,,,,,,,,1092.0,0.0,TIC,O-chloropyridine,109-09-1,'',113.55,,170.0,-273.15,7.4338,1851.07,235.867,False,,,2822.0,fp,O-chloropyridine,7.4338,1851.07,235.867
185,185,,,,108-41-8,,,,,,,,,,,,,,,,,,1093.0,0.0,TIC,M-chlorotoluene,108-41-8,liquid,126.58,117.6394052,162.2,-47.8,7.35658,1807.576,241.045,False,,1.076,2238.0,fp,M-chlorotoluene,7.35658,1807.576,241.045
186,186,,,,95-49-8,,,,,,,,,,,,,,,,,,1094.0,0.0,TIC,O-chlorotoluene,95-49-8,liquid; vapor harmful,126.58,116.9222243,159.1,-36.5,7.36251,1768.105,234.761,False,,1.0826,2230.0,fp,O-chlorotoluene,7.36251,1768.105,234.761
187,187,,,,75-72-9,,,,,,,,,,,,,,,,,,1095.0,0.0,TIC,Chlorotrifluoromethane,75-72-9,'',104.46,,-81.4,-181.0,0.0,0.0,0.0,False,,,1022.0,fp,Chlorotrifluoromethane,0.0,0.0,0.0
188,188,,,,14977-61-8,,,,,,,,,,,,,,,,,,1096.0,0.0,TIC,Chromium oxychloride,14977-61-8,'',154.9,81.09947644,116.1,-96.5,6.82264,1256.761,202.288,False,,1.91,1758.0,fp,Chromium oxychloride,6.82264,1256.761,202.288
189,189,,,,1319-77-3,,,,,,,,,,,,,,,,,,1097.0,0.0,TIC,Cresol,1319-77-3,poisonous liquid; may have color,108.14,104.5841393,202.1301559,-273.15,7.47667,1833.137,196.736,False,,1.034,2076.0,fp,Cresol,7.47667,1833.137,196.736
190,190,,,,108-39-4,,,,,,,,,,,,,,,,,,1098.0,0.0,TIC,M-cresol,108-39-4,poisonous liquid; may have color,108.14,104.5841393,202.3,12.2,7.47667,1833.137,196.736,False,,1.034,2076.0,fp,M-cresol,7.47667,1833.137,196.736
191,191,,,,95-48-7,,,,,,,,,,,,,,,,,,1099.0,0.0,TIC,O-cresol,95-48-7,poisonous liquid; may have color,108.14,103.2855778,191.0,31.0,6.84285,1391.332,160.176,False,,1.047,1598.0,fp,O-cresol,6.84285,1391.332,160.176
192,192,,,,106-44-5,,,,,,,,,,,,,,,,,,1100.0,0.0,TIC,P-cresol,106-44-5,poisonous liquid; may have color,108.14,106.1757486,202.0,34.8,7.01603,1498.579,160.55,False,,1.0185,2076.0,fp,P-cresol,7.01603,1498.579,160.55
193,193,,,,3724-65-0,,,,,,,,,,,,,,,,,,1101.0,0.0,TIC,Crotonic acid,3724-65-0,monoclinic needles; prisms from water or ligroin,86.1,84.57760314,185.0,15.0,8.60269,2430.085,239.624,False,,1.018,2823.0,fp,Crotonic acid,8.60269,2430.085,239.624
194,194,,,,98-82-8,,,,,,,,,,,,,,,,,,1102.0,0.0,TIC,Cumene,98-82-8,colorless liquid,120.19,139.4315545,152.4,-96.0,6.92929,1455.811,207.202,False,,0.862,1918.0,fp,Cumene,6.92929,1455.811,207.202
195,195,,,,460-19-5,,,,,,,,,,,,,,,,,,1103.0,0.0,TIC,Cyanogen,460-19-5,highly poisonous gas; almond-like odor,52.03,54.55594002,-21.1,-27.9,7.391707065,1041.518,251.862,False,,0.9537,1026.0,fp,Cyanogen,7.391707065,1041.518,251.862
196,196,,,,506-68-3,,,,,,,,,,,,,,,,,,1104.0,0.0,TIC,Cyanogen bromide,506-68-3,"needles, cubes; vapors are very poisonous",105.93,52.5707196,61.1,52.2,6.41177,727.385,143.098,False,,2.015,1889.0,fp,Cyanogen bromide,6.41177,727.385,143.098
197,197,,,,506-77-4,,,,,,,,,,,,,,,,,,1105.0,0.0,TIC,Cyanogen chloride,506-77-4,liquid; vapors are very poisonous,61.47,51.8296796,12.9,-6.5,7.53687,1074.1,218.692,False,,1.186,1589.0,fp,Cyanogen chloride,7.53687,1074.1,218.692
198,198,,,,506-78-5,,,,,,,,,,,,,,,,,,1106.0,0.0,TIC,Cyanogen iodide,506-78-5,white needles; very pungent odor; very poisonous,152.92,53.84507042,141.0921731,146.5,10.65945,3335.292,287.683,False,,2.84,,fp,Cyanogen iodide,10.65945,3335.292,287.683
199,199,,,,287-23-0,,,,,,,,,,,,,,,,,,1107.0,0.0,TIC,Cyclobutane,287-23-0,gas; burns with a luminous flame,56.11,78.75087719,12.5,-90.7,6.94653,1038.009,242.816,False,,0.7125,2601.0,fp,Cyclobutane,6.94653,1038.009,242.816
200,200,,,,291-64-5,,,,,,,,,,,,,,,,,,1108.0,0.0,TIC,Cycloheptane,291-64-5,'',98.19,121.252161,118.8,-8.0,6.8522,1330.402,216.204,False,,0.8098,2241.0,fp,Cycloheptane,6.8522,1330.402,216.204
201,201,,,,544-25-2,,,,,,,,,,,,,,,,,,1109.0,0.0,TIC,Cycloheptatriene,544-25-2,'',92.15,,115.2652957,-273.15,7.06021,1422.104,224.999,False,,,2603.0,fp,Cycloheptatriene,7.06021,1422.104,224.999
202,202,,,,110-82-7,,,,,,,,,,,,,,,,,,1110.0,0.0,TIC,Cyclohexane,110-82-7,flammable liquid; pungent when impure,84.16,108.1609048,80.7,6.5,6.84498,1203.526,222.863,False,,0.7781,1145.0,fp,Cyclohexane,6.84498,1203.526,222.863
203,203,,,,1569-69-3,,,,,,,,,,,,,,,,,,1111.0,0.0,TIC,Cyclohexanethiol,1569-69-3,'',116.22,118.8100593,158.8,-83.5,6.88709,1476.958,209.857,False,,0.9782,3054.0,fp,Cyclohexanethiol,6.88709,1476.958,209.857
204,204,,,,108-93-0,,,,,,,,,,,,,,,,,,1112.0,0.0,TIC,Cyclohexanol,108-93-0,hygroscopic crystals,100.16,104.0731505,160.9,23.5,5.95587,777.363,91.113,False,,0.9624,2617.0,fp,Cyclohexanol,5.95587,777.363,91.113
205,205,,,,108-94-1,,,,,,,,,,,,,,,,,,1113.0,0.0,TIC,Cyclohexanone,108-94-1,oily liquid,98.14,104.1715317,155.4,-31.1,5.9784,1495.51,209.552,False,,0.9421,1915.0,fp,Cyclohexanone,5.9784,1495.51,209.552
206,206,,,,110-83-8,,,,,,,,,,,,,,,,,,1114.0,0.0,TIC,Cyclohexene,110-83-8,liquid,82.14,101.4324525,83.0,-103.5,5.8724,1221.9,223.17,False,,0.8098,2256.0,fp,Cyclohexene,5.8724,1221.9,223.17
207,207,,,,622-45-7,,,,,,,,,,,,,,,,,,1115.0,0.0,TIC,Cyclohexyl acetate,622-45-7,'',142.2,146.9008264,174.0,-83.1,7.7575,1959.7,233.55,False,,0.968,2243.0,fp,Cyclohexyl acetate,7.7575,1959.7,233.55
208,208,,,,108-91-8,,,,,,,,,,,,,,,,,,1116.0,0.0,TIC,Cyclohexylamine,108-91-8,"liquid; strong, fishy, amine odor",99.17,3.9668,134.5,-17.7,6.94395,1380.225,205.865,False,,25.0,2357.0,fp,Cyclohexylamine,6.94395,1380.225,205.865
209,209,,,,629-20-9,,,,,,,,,,,,,,,,,,1117.0,0.0,TIC,Cyclooctatetraene,629-20-9,'',104.16,,141.806553,-273.15,6.8709,1402.263,209.629,False,,,2358.0,fp,Cyclooctatetraene,6.8709,1402.263,209.629
210,210,,,,287-92-3,,,,,,,,,,,,,,,,,,1118.0,0.0,TIC,Cyclopentane,287-92-3,"mobile, flammable liquid",70.13,94.04586295,49.2,-93.8,6.8779,1119.208,230.738,False,,0.7457,1146.0,fp,Cyclopentane,6.8779,1119.208,230.738
211,211,,,,120-92-3,,,,,,,,,,,,,,,,,,1119.0,0.0,TIC,Cyclopentanone,120-92-3,liquid; peppermint odor,84.12,88.66963919,130.6,-51.3,3.95815,376.418,104.651,False,,0.94869,2245.0,fp,Cyclopentanone,3.95815,376.418,104.651
212,212,,,,75-19-4,,,,,,,,,,,,,,,,,,1120.0,0.0,TIC,Cyclopropane,75-19-4,flammable gas,42.08,22.3948909,-32.8,-127.6,6.925247065,870.393,248.087,False,,1.879,1027.0,fp,Cyclopropane,6.925247065,870.393,248.087
213,213,,,,99-87-6,,,,,,,,,,,,,,,,,,1121.0,0.0,TIC,P-cymene,99-87-6,liquid,134.22,155.8885017,177.1,-67.9,7.03724,1599.29,207.659,False,,0.861,2046.0,fp,P-cymene,7.03724,1599.29,207.659
214,214,,,,91-17-8,,,,,,,,,,,,,,,,,,1122.0,0.0,TIC,Decahydronaphthalene,91-17-8,'',138.2,154.1550474,195.0,-42.4,6.87557,1594.687,203.419,False,,0.8965,1147.0,fp,Decahydronaphthalene,6.87557,1594.687,203.419
215,215,,,,124-18-5,,,,,,,,,,,,,,,,,,1123.0,0.0,TIC,N-decane,124-18-5,'',142.28,194.9041096,174.2,-29.6,3.08531,440.616,116.254,False,,0.73,,fp,N-decane,3.08531,440.616,116.254
216,216,,,,872-05-9,,,,,,,,,,,,,,,,,,1124.0,0.0,TIC,1-Decene,872-05-9,'',140.27,189.3493521,170.6,-66.3,6.96036,1501.872,197.578,False,,0.7408,,fp,1-Decene,6.96036,1501.872,197.578
217,217,,,,123-42-2,,,,,,,,,,,,,,,,,,1125.0,0.0,TIC,Diacetone alcohol,123-42-2,"flammable liquid; faint, pleasant odor",116.16,124.822695,167.9,-44.0,7.8745,1996.859,231.624,False,,0.9306,1148.0,fp,Diacetone alcohol,7.8745,1996.859,231.624
218,218,,,,431-03-8,,,,,,,,,,,,,,,,,,1126.0,0.0,TIC,Diacetyl,431-03-8,yellowish-green liquid,86.09,86.95959596,87.8,-2.4,6.41428,927.108,174.201,False,,0.99,2346.0,fp,Diacetyl,6.41428,927.108,174.201
219,219,,,,26249-12-7,,,,,,,,,,,,,,,,,,1128.0,0.0,TIC,Dibromobenzene,26249-12-7,crystals; insoluble in water,235.92,244.7049061,220.4,87.31,5.36353,757.96,81.92,False,,0.9641,2711.0,fp,Dibromobenzene,5.36353,757.96,81.92
220,220,,,,74-95-3,,,,,,,,,,,,,,,,,,1129.0,0.0,TIC,Dibromomethane,74-95-3,'',173.84,69.62233169,97.0,-52.5,7.39244,1546.096,244.173,False,,2.4969,2664.0,fp,Dibromomethane,7.39244,1546.096,244.173
221,221,,,,78-75-1,,,,,,,,,,,,,,,,,,1130.0,0.0,TIC,"1,2-Dibromopropane",78-75-1,'',201.9,104.4814738,141.1797133,-55.2,7.31383,1666.951,234.85,False,,1.9324,2872.0,fp,"1,2-Dibromopropane",7.31383,1666.951,234.85
222,222,,,,534-07-6,,,,,,,,,,,,,,,,,,1131.0,0.0,TIC,"1,3-Dichloroacetone",534-07-6,"plates, needles on distillation",126.97,91.83422537,173.0,45.0,7.77519,1937.489,224.058,False,,1.3826,2649.0,fp,"1,3-Dichloroacetone",7.77519,1937.489,224.058
223,223,,,,541-73-1,,,,,,,,,,,,,,,,,,1132.0,0.0,TIC,M-dichlorobenzene,541-73-1,liquid,147.0,114.0950016,173.1,-24.8,7.07264,1629.812,215.822,False,,1.2884,,fp,M-dichlorobenzene,7.07264,1629.812,215.822
224,224,,,,95-50-1,,,,,,,,,,,,,,,,,,1133.0,0.0,TIC,O-dichlorobenzene,95-50-1,liquid,147.0,112.5660464,180.4,-17.0,7.07028,1649.55,213.314,False,,1.3059,1591.0,fp,O-dichlorobenzene,7.07028,1649.55,213.314
225,225,,,,111-44-4,,,,,,,,,,,,,,,,,,1134.0,0.0,TIC,"2,2'-Dichlorodiethyl ether",111-44-4,'',143.01,117.2213115,178.5,-47.0,7.69239,1990.755,235.347,False,,1.22,1916.0,fp,"2,2'-Dichlorodiethyl ether",7.69239,1990.755,235.347
226,226,,,,27156-03-2,,,,,,,,,,,,,,,,,,1135.0,0.0,TIC,Dichlorodifluoroethylene,27156-03-2,'',132.92,,20.66577926,-273.15,6.94811,1023.135,230.885,False,,,,fp,Dichlorodifluoroethylene,6.94811,1023.135,230.885
227,227,,,,75-71-8,,,,,,,,,,,,,,,,,,1136.0,0.0,TIC,Dichlorodifluoromethane,75-71-8,"colorless, odorless, nonflammable gas",120.91,81.36608345,-29.8,-158.0,6.686187065,782.072,235.377,False,,1.486,1028.0,fp,Dichlorodifluoromethane,6.686187065,782.072,235.377
228,228,,,,75-34-3,,,,,,,,,,,,,,,,,,1137.0,0.0,TIC,"1,1-Dichloroethane",75-34-3,'',98.96,84.7260274,57.3,-97.0,7.06941,1215.342,232.89,False,,1.168,2362.0,fp,"1,1-Dichloroethane",7.06941,1215.342,232.89
229,229,,,,75-43-4,,,,,,,,,,,,,,,,,,1138.0,0.0,TIC,Dichlorofluoromethane,75-43-4,'',102.92,73.25266904,8.9,-135.0,7.17231,1105.42,248.671,False,,1.405,1029.0,fp,Dichlorofluoromethane,7.17231,1105.42,248.671
230,230,,,,75-09-2,,,,,,,,,,,,,,,,,,1139.0,0.0,TIC,Dichloromethane,75-09-2,'',84.93,64.07393436,39.7,-95.1,6.84833,1016.865,216.527,False,,1.3255,1593.0,fp,Dichloromethane,6.84833,1016.865,216.527
231,231,,,,78-87-5,,,,,,,,,,,,,,,,,,1140.0,0.0,TIC,"1,2-Dichloropropane",78-87-5,'',112.99,97.48921484,96.4,-100.4,6.9618,1296.996,221.591,False,,1.159,1279.0,fp,"1,2-Dichloropropane",6.9618,1296.996,221.591
232,232,,,,76-14-2,,,,,,,,,,,,,,,,,,1141.0,0.0,TIC,"1,2-Dichloro-1,1,2,2-tetrafluoroethane",76-14-2,'',170.92,117.4707904,3.8,-92.5,7.02672,1031.026,245.239,False,,1.455,1958.0,fp,"1,2-Dichloro-1,1,2,2-tetrafluoroethane",7.02672,1031.026,245.239
233,233,,,,462-95-3,,,,,,,,,,,,,,,,,,1142.0,0.0,TIC,Diethoxymethane,462-95-3,'',104.15,,87.5,-66.5,6.98573,1270.167,221.259,False,,,2373.0,fp,Diethoxymethane,6.98573,1270.167,221.259
234,234,,,,96-10-6,,,,,,,,,,,,,,,,,,1143.0,0.0,TIC,Diethyl aluminum chloride,96-10-6,'',120.57,,207.2895087,-273.15,8.67105,2812.31,278.408,False,,,,fp,Diethyl aluminum chloride,8.67105,2812.31,278.408
235,235,,,,109-89-7,,,,,,,,,,,,,,,,,,1144.0,0.0,TIC,Diethylamine,109-89-7,hygroscopic crystals,73.14,103.3927057,55.5,-49.8,5.73703,559.071,140.176,False,,0.7074,1154.0,fp,Diethylamine,5.73703,559.071,140.176
236,236,,,,91-66-7,,,,,,,,,,,,,,,,,,1145.0,0.0,TIC,"N,n-diethylaniline",91-66-7,colorless to yellow liquid,149.23,160.3416783,216.3,-38.0,8.25784,2652.751,277.322,False,,0.9307,,fp,"N,n-diethylaniline",8.25784,2652.751,277.322
237,237,,,,25340-17-4,,,,,,,,,,,,,,,,,,1146.0,0.0,TIC,Diethylbenzene,25340-17-4,'',134.21,,180.0,-273.15,7.00601,1576.261,201.004,False,,,2049.0,fp,Diethylbenzene,7.00601,1576.261,201.004
238,238,,,,105-58-8,,,,,,,,,,,,,,,,,,1147.0,0.0,TIC,Diethyl carbonate,105-58-8,'',118.13,121.1341263,126.8,-43.0,7.65126,1721.904,235.191,False,,0.9752,2366.0,fp,Diethyl carbonate,7.65126,1721.904,235.191
239,239,,,,111-96-6,,,,,,,,,,,,,,,,,,1148.0,0.0,TIC,Diethylene glycol dimethyl ether,111-96-6,'',134.17,141.9638134,162.5,-64.0,7.74733,1922.137,235.087,False,,0.9451,,fp,Diethylene glycol dimethyl ether,7.74733,1922.137,235.087
240,240,,,,60-29-7,,,,,,,,,,,,,,,,,,1149.0,0.0,TIC,Diethyl ether,60-29-7,'',74.12,103.8968321,34.4,-116.3,6.8971,1062.64,228.22,False,,0.7134,1155.0,fp,Diethyl ether,6.8971,1062.64,228.22
241,241,,,,96-22-0,,,,,,,,,,,,,,,,,,1150.0,0.0,TIC,Diethyl ketone,96-22-0,'',86.13,105.5514706,102.0,-39.0,5.74052,716.17,147.172,False,,0.816,1156.0,fp,Diethyl ketone,5.74052,716.17,147.172
242,242,,,,352-93-2,,,,,,,,,,,,,,,,,,1151.0,0.0,TIC,Diethyl sulfide,352-93-2,'',90.19,107.7538829,92.1,-104.0,7.54093,1560.523,246.593,False,,0.837,2375.0,fp,Diethyl sulfide,7.54093,1560.523,246.593
243,243,,,,557-20-0,,,,,,,,,,,,,,,,,,1152.0,0.0,TIC,Diethylzinc,557-20-0,mobile liquid,123.5,102.3622047,123.9,-27.8,7.28955,1571.638,238.172,False,,1.2065,1366.0,fp,Diethylzinc,7.28955,1571.638,238.172
244,244,,,,75-37-6,,,,,,,,,,,,,,,,,,1153.0,0.0,TIC,"1,1-Difluoroethane",75-37-6,'',66.05,72.58241758,-24.0,-117.0,7.109157065,896.171,238.436,False,,0.91,1030.0,fp,"1,1-Difluoroethane",7.109157065,896.171,238.436
245,245,,,,75-10-5,,,,,,,,,,,,,,,,,,1154.0,0.0,TIC,Difluoromethane,75-10-5,'',52.02,,-51.6,-136.1,0.0,0.0,0.0,False,,,3252.0,fp,Difluoromethane,0.0,0.0,0.0
246,246,,,,110-96-3,,,,,,,,,,,,,,,,,,1155.0,0.0,TIC,Diisobutylamine,110-96-3,'',129.24,173.4765101,139.1,-70.0,7.51216,1747.385,237.793,False,,0.745,2361.0,fp,Diisobutylamine,7.51216,1747.385,237.793
247,247,,,,108-20-3,,,,,,,,,,,,,,,,,,1156.0,0.0,TIC,Diisopropyl ether,108-20-3,liquid; readily forms peroxides,102.18,140.7825847,68.3,-85.5,6.84159,1135.034,218.23,False,,0.7258,1159.0,fp,Diisopropyl ether,6.84159,1135.034,218.23
248,248,,,,534-15-6,,,,,,,,,,,,,,,,,,1157.0,0.0,TIC,"1,1-Dimethoxyethane",534-15-6,'',90.12,106.0048227,64.3,-113.2,6.79398,1087.364,213.443,False,,0.85015,2377.0,fp,"1,1-Dimethoxyethane",6.79398,1087.364,213.443
249,249,,,,110-71-4,,,,,,,,,,,,,,,,,,1158.0,0.0,TIC,"1,2-Dimethoxyethane",110-71-4,liquid; sharp ethereal odor,90.12,104.4445732,84.6,-58.0,6.71285,1260.52,235.828,False,,0.86285,2252.0,fp,"1,2-Dimethoxyethane",6.71285,1260.52,235.828
250,250,,,,127-19-5,,,,,,,,,,,,,,,,,,1159.0,0.0,TIC,Dimethylacetamide,127-19-5,liquid,87.12,93.0172966,166.1,-20.0,8.96961,2725.96,301.359,False,,0.9366,1993.0,fp,Dimethylacetamide,8.96961,2725.96,301.359
251,251,,,,121-69-7,,,,,,,,,,,,,,,,,,1161.0,0.0,TIC,"N,n-dimethylaniline",121-69-7,oily liquid; poisonous,121.18,126.7573222,193.5,2.5,7.70513,2117.236,245.544,False,,0.956,,fp,"N,n-dimethylaniline",7.70513,2117.236,245.544
252,252,,,,79-29-8,,,,,,,,,,,,,,,,,,1162.0,0.0,TIC,"2,3-Dimethylbutane",79-29-8,'',86.18,130.2599758,58.0,-128.0,6.80983,1127.187,228.95,False,,0.6616,2457.0,fp,"2,3-Dimethylbutane",6.80983,1127.187,228.95
253,253,,,,589-90-2,,,,,,,,,,,,,,,,,,1163.0,0.0,TIC,Dimethylcyclohexane,589-90-2,'',112.24,,129.7263021,-273.15,6.84164,1369.525,216.04,False,,,2263.0,fp,Dimethylcyclohexane,6.84164,1369.525,216.04
254,254,,,,75-78-5,,,,,,,,,,,,,,,,,,1164.0,0.0,TIC,Dimethyldichlorosilane,75-78-5,'',129.06,120.6168224,70.2,-76.1,7.14354,1328.0,241.15,False,,1.07,1162.0,fp,Dimethyldichlorosilane,7.14354,1328.0,241.15
255,255,,,,78-62-6,,,,,,,,,,,,,,,,,,1165.0,0.0,TIC,Dimethyldiethoxysilane,78-62-6,'',148.28,,113.2511054,-273.15,7.31607,1490.127,222.721,False,,,2380.0,fp,Dimethyldiethoxysilane,7.31607,1490.127,222.721
256,256,,,,624-92-0,,,,,,,,,,,,,,,,,,1166.0,0.0,TIC,Dimethyl disulfide,624-92-0,'',94.2,88.65882353,109.7,-84.7,7.07103,1397.604,223.987,False,,1.0625,2381.0,fp,Dimethyl disulfide,7.07103,1397.604,223.987
257,257,,,,115-10-6,,,,,,,,,,,,,,,,,,1167.0,0.0,TIC,Dimethyl ether,115-10-6,'',46.07,24.01292643,-24.8,-141.5,6.989847065,894.669,242.546,False,,1.91855,1033.0,fp,Dimethyl ether,6.989847065,894.669,242.546
258,258,,,,68-12-2,,,,,,,,,,,,,,,,,,1168.0,0.0,TIC,"N,n-dimethylformamide",68-12-2,colorless to very slightly yellow liquid; faint amine odor,73.09,77.38485971,152.0,-60.4,6.80578,1337.716,190.502,False,,0.9445,,fp,"N,n-dimethylformamide",6.80578,1337.716,190.502
